device,timestamp,Feature_Value_0,Feature_Value_1,Feature_Value_2,Feature_Value_3,Feature_Value_4,Feature_Value_5
88:4A:EA:69:E1:72,2017-03-15 07:02:34.760000000,1002.57,8.41,4.71,2.13,51.95,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:34.800000000,97.56,97.51,97.58,97.55,97.59,36.4
88:4A:EA:69:42:9B,2017-03-15 07:02:35.020000000,94.23,94.33,94.09,94.41,94.07,44.38
88:4A:EA:69:43:8A,2017-03-15 07:02:35.320000000,97.63,97.66,97.62,97.64,97.61,35.5
88:4A:EA:69:42:9B,2017-03-15 07:02:35.550000128,94.3,94.32,94.37,94.19,94.33,44.14
88:4A:EA:69:E1:72,2017-03-15 07:02:35.809999872,1098.94,8.86,4.97,2.22,51.96,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:35.840000000,97.57,97.61,97.57,97.5,97.58,34.43
88:4A:EA:69:42:9B,2017-03-15 07:02:36.070000128,94.21,94.21,94.22,94.25,94.15,44.21
88:4A:EA:69:43:8A,2017-03-15 07:02:36.360000000,97.6,97.58,97.49,97.58,97.77,39.51
88:4A:EA:69:42:9B,2017-03-15 07:02:36.590000128,94.33,94.43,94.2,94.37,94.34,46.59
88:4A:EA:69:E1:72,2017-03-15 07:02:36.860000000,1024.2,8.3,4.58,2.13,51.96,211.0
88:4A:EA:69:43:8A,2017-03-15 07:02:36.889999872,97.6,97.63,97.67,97.55,97.57,38.82
88:4A:EA:69:42:9B,2017-03-15 07:02:37.120000000,94.2,94.09,94.33,94.27,94.13,52.21
88:4A:EA:69:43:8A,2017-03-15 07:02:37.409999872,97.58,97.53,97.54,97.65,97.61,38.64
88:4A:EA:69:42:9B,2017-03-15 07:02:37.640000000,94.29,94.29,94.21,94.38,94.3,49.02
88:4A:EA:69:E1:72,2017-03-15 07:02:37.910000128,1091.74,8.81,4.87,1.75,51.96,119.0
88:4A:EA:69:43:8A,2017-03-15 07:02:37.929999872,97.57,97.58,97.66,97.53,97.53,36.08
88:4A:EA:69:42:9B,2017-03-15 07:02:38.160000000,94.25,94.3,94.25,94.23,94.21,48.28
88:4A:EA:69:43:8A,2017-03-15 07:02:38.460000000,97.57,97.54,97.67,97.58,97.51,36.95
88:4A:EA:69:42:9B,2017-03-15 07:02:38.680000000,94.19,94.14,94.19,94.29,94.15,48.15
88:4A:EA:69:E1:72,2017-03-15 07:02:38.960000000,1002.78,8.45,4.67,2.16,51.96,210.0
88:4A:EA:69:43:8A,2017-03-15 07:02:38.980000000,97.6,97.54,97.6,97.6,97.66,34.44
88:4A:EA:69:42:9B,2017-03-15 07:02:39.209999872,94.24,94.33,94.13,94.26,94.24,48.73
88:4A:EA:69:43:8A,2017-03-15 07:02:39.500000000,97.55,97.6,97.53,97.56,97.52,33.97
88:4A:EA:69:42:9B,2017-03-15 07:02:39.729999872,94.22,94.17,94.24,94.31,94.17,48.57
88:4A:EA:69:E1:72,2017-03-15 07:02:40.009999872,1014.73,8.76,4.9,2.15,51.97,209.0
88:4A:EA:69:43:8A,2017-03-15 07:02:40.020000000,97.52,97.51,97.47,97.52,97.58,34.85
88:4A:EA:69:42:9B,2017-03-15 07:02:40.249999872,94.25,94.32,94.13,94.35,94.19,46.86
88:4A:EA:69:43:8A,2017-03-15 07:02:40.550000128,97.51,97.48,97.51,97.62,97.44,34.36
88:4A:EA:69:42:9B,2017-03-15 07:02:40.769999872,94.31,94.32,94.19,94.35,94.36,47.54
88:4A:EA:69:E1:72,2017-03-15 07:02:41.030000128,950.52,8.21,4.65,2.08,51.97,209.0
88:4A:EA:69:43:8A,2017-03-15 07:02:41.070000128,97.56,97.49,97.59,97.54,97.59,34.47
88:4A:EA:69:42:9B,2017-03-15 07:02:41.300000000,94.17,94.1,94.16,94.11,94.32,45.2
88:4A:EA:69:43:8A,2017-03-15 07:02:41.590000128,97.59,97.58,97.61,97.69,97.49,34.59
88:4A:EA:69:42:9B,2017-03-15 07:02:41.820000000,94.31,94.35,94.33,94.36,94.19,47.07
88:4A:EA:69:43:8A,2017-03-15 07:02:42.110000128,97.56,97.57,97.58,97.56,97.52,37.06
88:4A:EA:69:E1:72,2017-03-15 07:02:42.110000128,1044.13,8.68,4.84,2.22,51.97,208.0
88:4A:EA:69:42:9B,2017-03-15 07:02:42.340000000,94.27,94.33,94.21,94.23,94.31,47.55
88:4A:EA:69:43:8A,2017-03-15 07:02:42.640000000,97.59,97.57,97.67,97.56,97.57,35.52
88:4A:EA:69:42:9B,2017-03-15 07:02:42.860000000,94.23,94.24,94.33,94.16,94.19,48.4
88:4A:EA:69:E1:72,2017-03-15 07:02:43.129999872,1033.18,8.42,4.74,2.17,51.97,211.0
88:4A:EA:69:43:8A,2017-03-15 07:02:43.160000000,97.75,97.62,97.64,97.62,98.11,40.16
88:4A:EA:69:42:9B,2017-03-15 07:02:43.390000128,94.28,94.35,94.23,94.3,94.25,48.7
88:4A:EA:69:43:8A,2017-03-15 07:02:43.680000000,97.62,97.68,97.62,97.64,97.54,46.41
88:4A:EA:69:42:9B,2017-03-15 07:02:43.910000128,94.36,94.26,94.33,94.35,94.48,49.42
88:4A:EA:69:E1:72,2017-03-15 07:02:44.190000128,1085.11,8.88,4.91,2.13,51.98,211.0
88:4A:EA:69:43:8A,2017-03-15 07:02:44.200000000,97.59,97.62,97.52,97.62,97.58,35.18
88:4A:EA:69:42:9B,2017-03-15 07:02:44.430000128,94.15,94.16,94.14,94.19,94.09,48.68
88:4A:EA:69:43:8A,2017-03-15 07:02:44.729999872,97.6,97.57,97.56,97.62,97.66,35.01
88:4A:EA:69:42:9B,2017-03-15 07:02:44.960000000,94.28,94.28,94.22,94.26,94.36,47.95
88:4A:EA:69:E1:72,2017-03-15 07:02:45.220000000,961.89,8.37,4.74,2.2,51.98,210.0
88:4A:EA:69:43:8A,2017-03-15 07:02:45.249999872,97.67,97.84,97.61,97.63,97.59,35.81
88:4A:EA:69:42:9B,2017-03-15 07:02:45.480000000,94.24,94.22,94.46,94.03,94.26,46.22
88:4A:EA:69:43:8A,2017-03-15 07:02:45.769999872,97.6,97.6,97.57,97.64,97.59,34.77
88:4A:EA:69:42:9B,2017-03-15 07:02:46.000000000,94.21,94.21,94.11,94.3,94.22,45.06
88:4A:EA:69:E1:72,2017-03-15 07:02:46.260000000,1115.84,8.79,4.87,2.14,51.98,210.0
88:4A:EA:69:43:8A,2017-03-15 07:02:46.300000000,97.68,97.73,97.58,97.69,97.72,34.69
88:4A:EA:69:42:9B,2017-03-15 07:02:46.520000000,94.24,94.35,94.24,94.1,94.28,45.15
88:4A:EA:69:43:8A,2017-03-15 07:02:46.820000000,97.66,97.61,97.72,97.68,97.64,34.29
88:4A:EA:69:42:9B,2017-03-15 07:02:47.049999872,94.22,94.26,94.27,94.11,94.25,45.03
88:4A:EA:69:E1:72,2017-03-15 07:02:47.280000000,998.91,8.28,4.62,2.14,51.98,209.0
88:4A:EA:69:43:8A,2017-03-15 07:02:47.340000000,97.64,97.62,97.69,97.67,97.57,34.7
88:4A:EA:69:42:9B,2017-03-15 07:02:47.569999872,94.31,94.46,94.21,94.24,94.34,44.57
88:4A:EA:69:43:8A,2017-03-15 07:02:47.860000000,97.63,97.62,97.61,97.65,97.65,36.54
88:4A:EA:69:42:9B,2017-03-15 07:02:48.089999872,94.17,94.02,94.26,94.18,94.23,46.06
88:4A:EA:69:E1:72,2017-03-15 07:02:48.380000000,1089.91,8.82,5.0,2.16,51.98,209.0
88:4A:EA:69:43:8A,2017-03-15 07:02:48.390000128,97.63,97.54,97.68,97.67,97.62,36.12
88:4A:EA:69:42:9B,2017-03-15 07:02:48.760000000,94.23,94.29,94.11,94.42,94.11,44.16
88:4A:EA:69:43:8A,2017-03-15 07:02:48.910000128,97.62,97.61,97.6,97.73,97.53,36.19
88:4A:EA:69:42:9B,2017-03-15 07:02:49.289999872,94.3,94.3,94.31,94.16,94.43,44.91
88:4A:EA:69:E1:72,2017-03-15 07:02:49.420000000,971.93,8.46,4.76,2.12,51.98,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:49.430000128,97.57,97.57,97.62,97.51,97.57,35.82
88:4A:EA:69:42:9B,2017-03-15 07:02:49.809999872,94.18,94.24,94.09,94.19,94.18,45.99
88:4A:EA:69:43:8A,2017-03-15 07:02:49.950000128,97.59,97.65,97.53,97.55,97.62,34.58
88:4A:EA:69:42:9B,2017-03-15 07:02:50.329999872,94.34,94.24,94.38,94.37,94.36,47.79
88:4A:EA:69:E1:72,2017-03-15 07:02:50.440000000,1031.05,8.79,4.91,2.05,51.99,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:50.480000000,97.59,97.59,97.56,97.59,97.61,34.46
88:4A:EA:69:42:9B,2017-03-15 07:02:50.849999872,94.26,94.28,94.36,94.22,94.18,50.54
88:4A:EA:69:43:8A,2017-03-15 07:02:51.000000000,97.58,97.52,97.67,97.59,97.56,35.87
88:4A:EA:69:42:9B,2017-03-15 07:02:51.380000000,94.24,94.18,94.35,94.09,94.32,48.5
88:4A:EA:69:E1:72,2017-03-15 07:02:51.489999872,944.14,8.32,4.68,2.04,51.99,211.0
88:4A:EA:69:43:8A,2017-03-15 07:02:51.520000000,97.59,97.54,97.6,97.55,97.68,35.83
88:4A:EA:69:42:9B,2017-03-15 07:02:51.900000000,94.24,94.34,94.15,94.2,94.26,48.4
88:4A:EA:69:43:8A,2017-03-15 07:02:52.040000000,97.62,97.61,97.57,97.68,97.63,34.59
88:4A:EA:69:42:9B,2017-03-15 07:02:52.420000000,94.27,94.3,94.27,94.14,94.38,48.08
88:4A:EA:69:43:8A,2017-03-15 07:02:52.569999872,97.56,97.45,97.56,97.58,97.63,34.59
88:4A:EA:69:E1:72,2017-03-15 07:02:52.580000000,1065.79,8.76,4.82,1.66,51.99,119.0
88:4A:EA:69:42:9B,2017-03-15 07:02:52.940000000,94.24,94.03,94.35,94.29,94.29,47.47
88:4A:EA:69:43:8A,2017-03-15 07:02:53.089999872,97.69,97.62,97.66,97.78,97.69,34.88
88:4A:EA:69:42:9B,2017-03-15 07:02:53.470000128,94.29,94.31,94.29,94.32,94.24,48.52
88:4A:EA:69:E1:72,2017-03-15 07:02:53.569999872,1088.97,8.37,4.74,2.14,51.99,210.0
88:4A:EA:69:43:8A,2017-03-15 07:02:53.609999872,97.66,97.71,97.58,97.66,97.69,35.54
88:4A:EA:69:42:9B,2017-03-15 07:02:53.990000128,94.2,94.21,94.3,94.1,94.2,49.89
88:4A:EA:69:43:8A,2017-03-15 07:02:54.140000000,97.62,97.66,97.62,97.66,97.52,39.33
88:4A:EA:69:42:9B,2017-03-15 07:02:54.510000128,94.26,94.13,94.23,94.32,94.34,47.84
88:4A:EA:69:E1:72,2017-03-15 07:02:54.590000128,1038.41,8.74,4.88,2.24,51.99,210.0
88:4A:EA:69:43:8A,2017-03-15 07:02:54.660000000,97.61,97.64,97.59,97.55,97.68,37.4
88:4A:EA:69:42:9B,2017-03-15 07:02:55.040000000,94.24,94.22,94.23,94.26,94.23,46.31
88:4A:EA:69:43:8A,2017-03-15 07:02:55.180000000,97.61,97.57,97.7,97.59,97.6,38.14
88:4A:EA:69:42:9B,2017-03-15 07:02:55.560000000,94.18,94.21,94.25,94.07,94.19,45.41
88:4A:EA:69:E1:72,2017-03-15 07:02:55.680000000,1019.44,8.37,4.78,2.14,51.99,209.0
88:4A:EA:69:43:8A,2017-03-15 07:02:55.700000000,97.62,97.65,97.59,97.63,97.6,36.9
88:4A:EA:69:42:9B,2017-03-15 07:02:56.080000000,94.23,94.31,94.1,94.27,94.25,45.65
88:4A:EA:69:43:8A,2017-03-15 07:02:56.230000128,97.6,97.6,97.61,97.62,97.57,35.41
88:4A:EA:69:42:9B,2017-03-15 07:02:56.600000000,94.27,94.16,94.34,94.22,94.36,46.92
88:4A:EA:69:E1:72,2017-03-15 07:02:56.689999872,990.69,8.48,4.78,1.65,51.99,118.0
88:4A:EA:69:43:8A,2017-03-15 07:02:56.750000128,97.56,97.5,97.64,97.62,97.47,35.38
88:4A:EA:69:42:9B,2017-03-15 07:02:57.129999872,94.13,94.1,94.2,94.21,94.0,48.3
88:4A:EA:69:43:8A,2017-03-15 07:02:57.270000128,97.56,97.54,97.53,97.61,97.53,42.12
88:4A:EA:69:42:9B,2017-03-15 07:02:57.649999872,94.18,94.1,94.18,94.25,94.2,54.09
88:4A:EA:69:E1:72,2017-03-15 07:02:57.740000000,954.97,8.11,4.66,2.02,52.0,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:57.790000128,97.65,97.75,97.63,97.55,97.65,35.71
88:4A:EA:69:42:9B,2017-03-15 07:02:58.169999872,94.22,94.16,94.28,94.1,94.34,46.79
88:4A:EA:69:43:8A,2017-03-15 07:02:58.320000000,97.63,97.64,97.61,97.72,97.54,37.82
88:4A:EA:69:42:9B,2017-03-15 07:02:58.689999872,94.24,94.25,94.12,94.32,94.27,46.39
88:4A:EA:69:E1:72,2017-03-15 07:02:58.809999872,1112.28,8.49,4.82,2.14,52.0,208.0
88:4A:EA:69:43:8A,2017-03-15 07:02:58.840000000,97.6,97.59,97.65,97.56,97.59,35.87
88:4A:EA:69:42:9B,2017-03-15 07:02:59.220000000,94.25,94.16,94.3,94.24,94.32,47.0
88:4A:EA:69:43:8A,2017-03-15 07:02:59.360000000,97.6,97.64,97.57,97.63,97.55,35.83
88:4A:EA:69:42:9B,2017-03-15 07:02:59.740000000,94.2,94.13,94.25,94.16,94.26,47.81
88:4A:EA:69:E1:72,2017-03-15 07:02:59.860000000,1054.77,8.28,4.72,1.64,52.0,119.0
88:4A:EA:69:43:8A,2017-03-15 07:02:59.880000000,97.58,97.66,97.54,97.49,97.64,36.09
88:4A:EA:69:42:9B,2017-03-15 07:03:00.260000000,94.21,94.29,94.22,94.13,94.21,49.29
88:4A:EA:69:43:8A,2017-03-15 07:03:00.409999872,97.59,97.53,97.58,97.69,97.56,36.51
88:4A:EA:69:42:9B,2017-03-15 07:03:00.780000000,94.33,94.39,94.33,94.28,94.35,49.12
88:4A:EA:69:E1:72,2017-03-15 07:03:00.889999872,989.72,8.35,4.74,2.13,52.0,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:00.929999872,97.62,97.65,97.63,97.62,97.56,35.43
88:4A:EA:69:42:9B,2017-03-15 07:03:01.310000128,94.22,94.2,94.18,94.26,94.24,48.71
88:4A:EA:69:43:8A,2017-03-15 07:03:01.449999872,97.67,97.62,97.65,97.71,97.7,36.62
88:4A:EA:69:42:9B,2017-03-15 07:03:01.830000128,94.27,94.23,94.18,94.37,94.28,49.17
88:4A:EA:69:E1:72,2017-03-15 07:03:01.940000000,1120.62,8.26,4.74,2.07,52.0,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:01.980000000,97.61,97.65,97.58,97.67,97.56,35.79
88:4A:EA:69:42:9B,2017-03-15 07:03:02.350000128,94.18,94.26,94.23,94.13,94.11,48.43
88:4A:EA:69:43:8A,2017-03-15 07:03:02.500000000,97.63,97.6,97.67,97.69,97.56,36.03
88:4A:EA:69:42:9B,2017-03-15 07:03:02.880000000,94.28,94.2,94.25,94.49,94.18,47.93
88:4A:EA:69:E1:72,2017-03-15 07:03:02.969999872,1071.59,8.39,4.78,2.08,52.0,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:03.020000000,97.62,97.59,97.64,97.55,97.68,38.41
88:4A:EA:69:42:9B,2017-03-15 07:03:03.400000000,94.25,94.42,94.18,94.19,94.22,47.67
88:4A:EA:69:43:8A,2017-03-15 07:03:03.540000000,97.64,97.59,97.62,97.75,97.6,36.25
88:4A:EA:69:42:9B,2017-03-15 07:03:03.920000000,94.19,94.19,94.27,94.07,94.21,47.09
88:4A:EA:69:43:8A,2017-03-15 07:03:04.070000128,97.64,97.57,97.67,97.71,97.62,35.35
88:4A:EA:69:E1:72,2017-03-15 07:03:04.080000000,1115.41,8.32,4.81,2.07,52.01,209.0
88:4A:EA:69:42:9B,2017-03-15 07:03:04.440000000,94.27,94.35,94.23,94.32,94.18,46.97
88:4A:EA:69:43:8A,2017-03-15 07:03:04.590000128,97.62,97.53,97.57,97.73,97.65,35.46
88:4A:EA:69:42:9B,2017-03-15 07:03:04.960000000,94.24,94.31,94.11,94.22,94.34,45.95
88:4A:EA:69:E1:72,2017-03-15 07:03:05.060000000,1105.27,8.41,4.69,2.15,52.01,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:05.110000128,97.61,97.69,97.57,97.63,97.57,35.35
88:4A:EA:69:42:9B,2017-03-15 07:03:05.489999872,94.16,94.18,94.0,94.24,94.22,47.13
88:4A:EA:69:43:8A,2017-03-15 07:03:05.630000128,97.57,97.55,97.54,97.61,97.57,35.24
88:4A:EA:69:42:9B,2017-03-15 07:03:06.009999872,94.22,94.29,94.15,94.36,94.08,46.79
88:4A:EA:69:E1:72,2017-03-15 07:03:06.110000128,1135.31,8.41,4.81,2.09,52.01,208.0
88:4A:EA:69:43:8A,2017-03-15 07:03:06.160000000,97.62,97.6,97.64,97.59,97.64,37.65
88:4A:EA:69:42:9B,2017-03-15 07:03:06.529999872,94.33,94.29,94.41,94.3,94.33,47.67
88:4A:EA:69:43:8A,2017-03-15 07:03:06.680000000,97.58,97.62,97.61,97.54,97.57,38.42
88:4A:EA:69:42:9B,2017-03-15 07:03:07.060000000,94.24,94.24,94.2,94.29,94.24,49.48
88:4A:EA:69:E1:72,2017-03-15 07:03:07.160000000,24403.28,17.96,29.62,33.38,52.01,26.0
88:4A:EA:69:43:8A,2017-03-15 07:03:07.200000000,97.55,97.53,97.64,97.48,97.56,37.2
88:4A:EA:69:42:9B,2017-03-15 07:03:07.580000000,94.34,94.38,94.26,94.37,94.36,49.45
88:4A:EA:69:43:8A,2017-03-15 07:03:07.720000000,97.62,97.58,97.69,97.62,97.58,35.87
88:4A:EA:69:42:9B,2017-03-15 07:03:08.100000000,94.23,94.23,94.22,94.33,94.16,49.43
88:4A:EA:69:E1:72,2017-03-15 07:03:08.209999872,1161.2,8.88,4.75,2.2,52.01,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:08.249999872,97.65,97.68,97.68,97.55,97.69,35.78
88:4A:EA:69:42:9B,2017-03-15 07:03:08.620000000,94.24,94.27,94.22,94.24,94.21,48.95
88:4A:EA:69:43:8A,2017-03-15 07:03:08.769999872,97.54,97.49,97.46,97.55,97.64,36.19
88:4A:EA:69:42:9B,2017-03-15 07:03:09.150000128,94.27,94.14,94.39,94.27,94.28,49.09
88:4A:EA:69:E1:72,2017-03-15 07:03:09.260000000,1225.1,8.68,4.82,2.18,52.01,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:09.289999872,97.59,97.61,97.47,97.63,97.62,44.09
88:4A:EA:69:42:9B,2017-03-15 07:03:09.670000128,94.35,94.22,94.27,94.42,94.49,51.47
88:4A:EA:69:43:8A,2017-03-15 07:03:09.809999872,97.6,97.56,97.57,97.7,97.59,36.25
88:4A:EA:69:42:9B,2017-03-15 07:03:10.190000128,94.33,94.04,94.95,93.94,94.41,56.29
88:4A:EA:69:E1:72,2017-03-15 07:03:10.310000128,1264.37,8.5,4.86,2.12,52.01,210.0
88:4A:EA:69:43:8A,2017-03-15 07:03:10.340000000,97.63,97.71,97.67,97.57,97.57,35.35
88:4A:EA:69:42:9B,2017-03-15 07:03:10.710000128,94.34,94.38,94.34,94.34,94.33,49.22
88:4A:EA:69:43:8A,2017-03-15 07:03:10.860000000,158.57,107.3,136.12,235.42,155.43,71.16
88:4A:EA:69:42:9B,2017-03-15 07:03:11.240000000,94.32,94.27,94.38,94.39,94.22,49.46
88:4A:EA:69:E1:72,2017-03-15 07:03:11.360000000,1125.99,8.32,4.73,1.61,52.01,118.0
88:4A:EA:69:43:8A,2017-03-15 07:03:11.380000000,114.58,160.94,101.13,98.46,97.78,59.37
88:4A:EA:69:42:9B,2017-03-15 07:03:11.760000000,94.26,94.38,94.12,94.25,94.28,47.27
88:4A:EA:69:43:8A,2017-03-15 07:03:11.910000128,97.61,97.85,97.58,97.49,97.52,38.23
88:4A:EA:69:42:9B,2017-03-15 07:03:12.280000000,94.32,94.21,94.31,94.33,94.45,49.18
88:4A:EA:69:E1:72,2017-03-15 07:03:12.409999872,9873.48,13.99,9.5,24.62,52.02,26.0
88:4A:EA:69:43:8A,2017-03-15 07:03:12.430000128,97.64,97.59,97.64,97.7,97.65,41.41
88:4A:EA:69:42:9B,2017-03-15 07:03:12.800000000,94.28,94.39,94.21,94.34,94.18,46.37
88:4A:EA:69:43:8A,2017-03-15 07:03:12.950000128,97.6,97.58,97.61,97.69,97.54,40.73
88:4A:EA:69:42:9B,2017-03-15 07:03:13.329999872,94.36,94.29,94.38,94.33,94.44,47.34
88:4A:EA:69:E1:72,2017-03-15 07:03:13.460000000,978.57,8.34,4.64,2.14,52.02,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:13.480000000,97.64,97.64,97.58,97.63,97.7,38.51
88:4A:EA:69:42:9B,2017-03-15 07:03:13.849999872,94.26,94.31,94.35,94.19,94.19,46.87
88:4A:EA:69:43:8A,2017-03-15 07:03:14.000000000,97.61,97.62,97.65,97.58,97.57,38.98
88:4A:EA:69:42:9B,2017-03-15 07:03:14.369999872,94.28,94.27,94.25,94.36,94.25,48.0
88:4A:EA:69:E1:72,2017-03-15 07:03:14.510000128,10341.3,13.14,69.4,19.02,52.02,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:14.520000000,97.62,97.65,97.61,97.6,97.62,36.25
88:4A:EA:69:42:9B,2017-03-15 07:03:14.900000000,94.41,94.37,94.42,94.38,94.47,49.24
88:4A:EA:69:43:8A,2017-03-15 07:03:15.040000000,97.61,97.55,97.62,97.67,97.59,36.0
88:4A:EA:69:42:9B,2017-03-15 07:03:15.420000000,94.37,94.11,94.41,94.77,94.2,54.16
88:4A:EA:69:E1:72,2017-03-15 07:03:15.560000000,1259.9,8.33,4.59,2.4,52.02,208.0
88:4A:EA:69:43:8A,2017-03-15 07:03:15.569999872,97.53,97.58,97.6,97.49,97.47,36.01
88:4A:EA:69:42:9B,2017-03-15 07:03:15.940000000,94.29,94.4,94.18,94.24,94.34,51.23
88:4A:EA:69:43:8A,2017-03-15 07:03:16.089999872,143.27,97.61,103.44,127.22,244.81,58.46
88:4A:EA:69:42:9B,2017-03-15 07:03:16.460000000,94.32,94.19,94.38,94.5,94.21,51.77
88:4A:EA:69:E1:72,2017-03-15 07:03:16.580000000,50894.13,20.89,100.79,37.1,52.02,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:16.609999872,211.07,315.64,260.38,151.68,116.58,67.02
88:4A:EA:69:42:9B,2017-03-15 07:03:16.990000128,94.26,94.19,94.16,94.29,94.38,49.42
88:4A:EA:69:43:8A,2017-03-15 07:03:17.129999872,100.71,105.44,100.9,98.64,97.88,45.67
88:4A:EA:69:42:9B,2017-03-15 07:03:17.510000128,94.54,94.37,94.34,94.72,94.72,54.86
88:4A:EA:69:E1:72,2017-03-15 07:03:17.620000000,1212.49,9.1,5.07,2.92,52.02,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:17.660000000,97.68,97.72,97.74,97.61,97.64,41.04
88:4A:EA:69:42:9B,2017-03-15 07:03:18.030000128,94.27,94.17,94.23,94.36,94.33,52.14
88:4A:EA:69:43:8A,2017-03-15 07:03:18.180000000,120.44,97.63,98.27,114.1,171.77,58.56
88:4A:EA:69:42:9B,2017-03-15 07:03:18.550000128,94.31,94.36,94.26,94.34,94.29,48.47
88:4A:EA:69:E1:72,2017-03-15 07:03:18.680000000,1061.81,8.57,4.86,1.64,52.02,119.0
88:4A:EA:69:43:8A,2017-03-15 07:03:18.710000128,245.77,330.4,333.09,193.74,125.85,71.8
88:4A:EA:69:42:9B,2017-03-15 07:03:19.080000000,94.3,94.13,94.43,94.24,94.39,47.46
88:4A:EA:69:43:8A,2017-03-15 07:03:19.230000128,100.89,106.56,100.39,98.58,98.05,47.65
88:4A:EA:69:42:9B,2017-03-15 07:03:19.600000000,94.59,94.36,94.29,95.52,94.17,55.71
88:4A:EA:69:E1:72,2017-03-15 07:03:19.689999872,7425.42,10.83,7.43,15.06,52.03,30.0
88:4A:EA:69:43:8A,2017-03-15 07:03:19.750000128,97.64,97.72,97.66,97.63,97.57,41.31
88:4A:EA:69:42:9B,2017-03-15 07:03:20.120000000,94.25,94.43,94.17,94.19,94.2,52.76
88:4A:EA:69:43:8A,2017-03-15 07:03:20.280000000,151.25,97.72,103.15,126.87,277.25,63.57
88:4A:EA:69:42:9B,2017-03-15 07:03:20.640000000,94.26,94.32,94.21,94.22,94.28,48.6
88:4A:EA:69:E1:72,2017-03-15 07:03:20.740000000,948.26,8.27,4.76,2.96,52.03,209.0
88:4A:EA:69:43:8A,2017-03-15 07:03:20.800000000,262.16,382.96,319.06,211.24,135.37,69.15
88:4A:EA:69:42:9B,2017-03-15 07:03:21.169999872,94.33,94.31,94.3,94.38,94.33,47.34
88:4A:EA:69:43:8A,2017-03-15 07:03:21.320000000,104.2,112.49,105.32,100.56,98.42,49.08
88:4A:EA:69:42:9B,2017-03-15 07:03:21.689999872,94.17,94.15,94.21,94.22,94.11,49.23
88:4A:EA:69:E1:72,2017-03-15 07:03:21.790000128,22438.38,22.28,94.71,37.69,52.03,28.0
88:4A:EA:69:43:8A,2017-03-15 07:03:21.849999872,97.72,97.75,97.8,97.72,97.63,43.39
88:4A:EA:69:42:9B,2017-03-15 07:03:22.209999872,94.22,94.26,94.17,94.18,94.27,49.65
88:4A:EA:69:43:8A,2017-03-15 07:03:22.369999872,97.66,97.76,97.57,97.68,97.65,43.22
88:4A:EA:69:42:9B,2017-03-15 07:03:22.740000000,94.23,94.34,94.17,94.27,94.14,52.84
88:4A:EA:69:E1:72,2017-03-15 07:03:22.840000000,1400.7,8.43,4.65,1.99,52.03,208.0
88:4A:EA:69:43:8A,2017-03-15 07:03:22.889999872,97.59,97.53,97.54,97.63,97.65,39.85
88:4A:EA:69:42:9B,2017-03-15 07:03:23.260000000,94.37,94.75,94.23,94.21,94.3,52.32
88:4A:EA:69:E1:72,2017-03-15 07:03:23.360000000,7043.27,11.3,7.67,15.13,52.03,29.0
88:4A:EA:69:43:8A,2017-03-15 07:03:23.409999872,108.82,97.64,97.57,110.54,129.52,53.2
88:4A:EA:69:E1:72,2017-03-15 07:03:23.780000000,2919.29,70.69,25.52,41.17,52.03,28.0
88:4A:EA:69:42:9B,2017-03-15 07:03:23.780000000,94.21,94.24,94.37,94.11,94.14,49.4
88:4A:EA:69:43:8A,2017-03-15 07:03:23.940000000,202.03,228.69,207.94,239.31,132.17,71.05
88:4A:EA:69:E1:72,2017-03-15 07:03:24.300000000,1290.46,9.4,5.01,2.55,52.03,209.0
88:4A:EA:69:42:9B,2017-03-15 07:03:24.300000000,94.19,94.26,94.19,94.09,94.23,49.54
88:4A:EA:69:43:8A,2017-03-15 07:03:24.460000000,103.17,112.3,102.62,99.62,98.15,49.19
88:4A:EA:69:42:9B,2017-03-15 07:03:24.830000128,94.48,95.08,93.94,94.53,94.37,56.1
88:4A:EA:69:E1:72,2017-03-15 07:03:24.830000128,1085.71,8.51,4.63,2.18,52.03,211.0
88:4A:EA:69:43:8A,2017-03-15 07:03:24.980000000,97.72,97.64,97.78,97.74,97.73,41.03
88:4A:EA:69:42:9B,2017-03-15 07:03:25.350000128,94.32,94.36,94.27,94.4,94.25,48.84
88:4A:EA:69:43:8A,2017-03-15 07:03:25.510000128,232.63,107.37,137.62,348.28,337.25,70.37
88:4A:EA:69:42:9B,2017-03-15 07:03:25.870000128,94.25,94.42,94.19,94.32,94.09,47.99
88:4A:EA:69:E1:72,2017-03-15 07:03:25.980000000,6621.64,16.26,10.47,21.71,52.03,29.0
